CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RESIDUAL2020,RESIDUAL2021
43900,,,"Spartanburg, SC",Metropolitan Statistical Area,327997,329364,335864,1367,6500,939,3878,971,3957,-32,-79,7,122,1388,6510,1395,6632,4,-53
44060,,,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,585784,587266,593466,1482,6200,1637,5881,1611,6408,26,-527,-1,116,1461,6598,1460,6714,-4,13
44100,,,"Springfield, IL",Metropolitan Statistical Area,208640,208277,206898,-363,-1379,537,2103,617,2607,-80,-504,-2,87,-276,-993,-278,-906,-5,31
44140,,,"Springfield, MA",Metropolitan Statistical Area,699162,697960,695305,-1202,-2655,1508,6115,2005,8025,-497,-1910,46,639,-733,-1489,-687,-850,-18,105
44180,,,"Springfield, MO",Metropolitan Statistical Area,475432,476128,481483,696,5355,1308,5442,1353,5445,-45,-3,1,159,742,5190,743,5349,-2,9
44220,,,"Springfield, OH",Metropolitan Statistical Area,136001,135719,135633,-282,-86,348,1548,543,2032,-195,-484,-1,33,-79,343,-80,376,-7,22
44300,,,"State College, PA",Metropolitan Statistical Area,158172,157929,157527,-243,-402,289,1006,287,1328,2,-322,10,272,-258,-384,-248,-112,3,32
44420,,,"Staunton, VA",Metropolitan Statistical Area,125433,125591,125774,158,183,308,1149,427,1673,-119,-524,4,87,279,617,283,704,-6,3
44700,,,"Stockton, CA",Metropolitan Statistical Area,779233,780517,789410,1284,8893,2536,9682,1880,7059,656,2623,-2,148,601,6051,599,6199,29,71
44940,,,"Sumter, SC",Metropolitan Statistical Area,136700,136510,135782,-190,-728,421,1630,483,1817,-62,-187,7,32,-132,-580,-125,-548,-3,7
45060,,,"Syracuse, NY",Metropolitan Statistical Area,662057,660894,658281,-1163,-2613,1698,6551,1838,7264,-140,-713,13,457,-1025,-2453,-1012,-1996,-11,96
45220,,,"Tallahassee, FL",Metropolitan Statistical Area,384298,384546,385776,248,1230,928,3747,958,3667,-30,80,4,210,273,881,277,1091,1,59
45300,,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,3175275,3183385,3219514,8110,36129,7331,30692,9725,39983,-2394,-9291,342,3536,10278,42089,10620,45625,-116,-205
45460,,,"Terre Haute, IN",Metropolitan Statistical Area,185031,184784,184910,-247,126,478,1928,579,2436,-101,-508,0,77,-140,526,-140,603,-6,31
45500,,,"Texarkana, TX-AR",Metropolitan Statistical Area,147519,147333,147174,-186,-159,392,1651,495,2016,-103,-365,2,2,-84,178,-82,180,-1,26
45540,,,"The Villages, FL",Metropolitan Statistical Area,129752,130897,135638,1145,4741,115,434,651,2687,-536,-2253,-3,-8,1744,7113,1741,7105,-60,-111
45780,,,"Toledo, OH",Metropolitan Statistical Area,646604,645819,644217,-785,-1602,1756,7062,2039,8137,-283,-1075,7,298,-498,-929,-491,-631,-11,104
45820,,,"Topeka, KS",Metropolitan Statistical Area,233152,232747,232670,-405,-77,640,2560,728,2894,-88,-334,0,39,-307,176,-307,215,-10,42
45940,,,"Trenton-Princeton, NJ",Metropolitan Statistical Area,387340,386759,385898,-581,-861,955,3876,806,3620,149,256,35,634,-772,-1820,-737,-1186,7,69
46060,,,"Tucson, AZ",Metropolitan Statistical Area,1043433,1045599,1052030,2166,6431,2414,9925,2939,12448,-525,-2523,79,756,2656,8101,2735,8857,-44,97
46140,,,"Tulsa, OK",Metropolitan Statistical Area,1015331,1016589,1023988,1258,7399,2971,12126,2844,12050,127,76,13,450,1116,6757,1129,7207,2,116
46220,,,"Tuscaloosa, AL",Metropolitan Statistical Area,268674,268711,268191,37,-520,732,2958,649,2931,83,27,-5,69,-44,-669,-49,-600,3,53
46300,,,"Twin Falls, ID",Metropolitan Statistical Area,114283,114501,116905,218,2404,377,1430,346,1162,31,268,0,89,183,2057,183,2146,4,-10
46340,,,"Tyler, TX",Metropolitan Statistical Area,233479,234063,237186,584,3123,682,2801,642,2589,40,212,0,24,545,2886,545,2910,-1,1
46520,,,"Urban Honolulu, HI",Metropolitan Statistical Area,1016508,1013227,1000890,-3281,-12337,2884,11366,2559,9898,325,1468,23,652,-3603,-14338,-3580,-13686,-26,-119
46540,,,"Utica-Rome, NY",Metropolitan Statistical Area,292264,291702,290211,-562,-1491,714,2992,956,3753,-242,-761,4,147,-310,-913,-306,-766,-14,36
46660,,,"Valdosta, GA",Metropolitan Statistical Area,148126,148160,149152,34,992,430,1935,407,1543,23,392,3,39,2,534,5,573,6,27
46700,,,"Vallejo, CA",Metropolitan Statistical Area,453491,453274,451716,-217,-1558,1260,4957,976,4157,284,800,6,73,-505,-2495,-499,-2422,-2,64
47020,,,"Victoria, TX",Metropolitan Statistical Area,98331,98241,98127,-90,-114,294,1304,293,1121,1,183,0,17,-91,-322,-91,-305,0,8
47220,,,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,154152,153848,153627,-304,-221,458,1719,414,1690,44,29,9,20,-361,-304,-352,-284,4,34
47260,,,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,1799674,1800081,1803328,407,3247,5197,20722,4499,18381,698,2341,18,1208,-327,-321,-309,887,18,19
47300,,,"Visalia, CA",Metropolitan Statistical Area,473117,473736,477054,619,3318,1642,6584,976,3890,666,2694,-20,-157,-56,667,-76,510,29,114
47380,,,"Waco, TX",Metropolitan Statistical Area,277547,277984,280428,437,2444,831,3344,729,2903,102,441,-1,84,332,1879,331,1963,4,40
47460,,,"Walla Walla, WA",Metropolitan Statistical Area,62584,62574,62682,-10,108,133,576,183,700,-50,-124,5,55,37,167,42,222,-2,10
47580,,,"Warner Robins, GA",Metropolitan Statistical Area,191614,192277,195246,663,2969,555,2255,490,1898,65,357,2,24,589,2593,591,2617,7,-5
47900,,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,6385162,6385714,6356434,552,-29280,18327,72970,10898,47450,7429,25520,930,12600,-8057,-66811,-7127,-54211,250,-589
47940,,,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,168461,168266,167796,-195,-470,515,1961,499,1967,16,-6,2,196,-209,-673,-207,-477,-4,13
48060,,,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,116721,116134,116295,-587,161,443,1666,267,1140,176,526,1,-22,-769,-358,-768,-380,5,15
48140,,,"Wausau-Weston, WI",Metropolitan Statistical Area,166428,166328,166189,-100,-139,422,1670,443,1889,-21,-219,1,11,-72,46,-71,57,-8,23
48260,,,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,116903,116595,115585,-308,-1010,300,1027,529,1883,-229,-856,0,13,-69,-182,-69,-169,-10,15
48300,,,"Wenatchee, WA",Metropolitan Statistical Area,122012,122183,123342,171,1159,333,1284,290,1213,43,71,6,36,126,1049,132,1085,-4,3
48540,,,"Wheeling, WV-OH",Metropolitan Statistical Area,139513,138943,137740,-570,-1203,301,1219,585,2173,-284,-954,0,10,-275,-279,-275,-269,-11,20
48620,,,"Wichita, KS",Metropolitan Statistical Area,647610,647921,647919,311,-2,1876,7804,1767,7092,109,712,22,300,175,-1110,197,-810,5,96
48660,,,"Wichita Falls, TX",Metropolitan Statistical Area,148128,148348,149013,220,665,427,1740,411,1979,16,-239,15,58,187,824,202,882,2,22
48700,,,"Williamsport, PA",Metropolitan Statistical Area,114188,113980,113605,-208,-375,282,1117,435,1544,-153,-427,0,35,-49,-3,-49,32,-6,20
48900,,,"Wilmington, NC",Metropolitan Statistical Area,285905,286623,291833,718,5210,627,2676,895,3297,-268,-621,3,91,985,5782,988,5873,-2,-42
49020,,,"Winchester, VA-WV",Metropolitan Statistical Area,142632,142841,145155,209,2314,355,1458,388,1605,-33,-147,-1,92,247,2384,246,2476,-4,-15
49180,,,"Winston-Salem, NC",Metropolitan Statistical Area,675966,676369,681438,403,5069,1716,6971,2076,8115,-360,-1144,7,232,776,5947,783,6179,-20,34
49340,,,"Worcester, MA-CT",Metropolitan Statistical Area,978529,977701,978447,-828,746,2314,9057,2416,9841,-102,-784,102,1127,-829,191,-727,1318,1,212
49420,,,"Yakima, WA",Metropolitan Statistical Area,256728,256533,256035,-195,-498,894,3441,738,2647,156,794,33,264,-394,-1591,-361,-1327,10,35
49620,,,"York-Hanover, PA",Metropolitan Statistical Area,456438,456389,458696,-49,2307,1127,4587,1329,5097,-202,-510,2,220,168,2555,170,2775,-17,42
49660,,,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,541243,539686,538069,-1557,-1617,1269,5288,2270,8367,-1001,-3079,0,82,-514,1313,-514,1395,-42,67
49700,,,"Yuba City, CA",Metropolitan Statistical Area,181208,181412,182484,204,1072,576,2369,396,1638,180,731,-1,10,18,320,17,330,7,11
49740,,,"Yuma, AZ",Metropolitan Statistical Area,203881,204437,206990,556,2553,632,2895,576,2350,56,545,48,276,458,1708,506,1984,-6,24
10100,,,"Aberdeen, SD",Micropolitan Statistical Area,42287,42187,42134,-100,-53,126,453,116,431,10,22,2,53,-111,-133,-109,-80,-1,5
10140,,,"Aberdeen, WA",Micropolitan Statistical Area,75636,75811,76841,175,1030,168,694,267,1077,-99,-383,0,-4,278,1428,278,1424,-4,-11
10220,,,"Ada, OK",Micropolitan Statistical Area,38065,38077,38163,12,86,124,512,130,550,-6,-38,0,5,18,113,18,118,0,6
10300,,,"Adrian, MI",Micropolitan Statistical Area,99423,99214,98956,-209,-258,227,945,324,1270,-97,-325,0,31,-108,15,-108,46,-4,21
10460,,,"Alamogordo, NM",Micropolitan Statistical Area,67839,67861,68537,22,676,209,865,167,761,42,104,6,134,-23,427,-17,561,-3,11
10620,,,"Albemarle, NC",Micropolitan Statistical Area,62504,62609,63425,105,816,138,633,219,875,-81,-242,0,0,189,1066,189,1066,-3,-8
10660,,,"Albert Lea, MN",Micropolitan Statistical Area,30895,30883,30749,-12,-134,86,302,97,411,-11,-109,0,11,2,-40,2,-29,-3,4
10700,,,"Albertville, AL",Micropolitan Statistical Area,97612,97608,98228,-4,620,334,1387,365,1323,-31,64,3,30,25,514,28,544,-1,12
10760,,,"Alexander City, AL",Micropolitan Statistical Area,51698,51612,51473,-86,-139,120,461,211,863,-91,-402,0,5,10,256,10,261,-5,2
10820,,,"Alexandria, MN",Micropolitan Statistical Area,39006,39079,39238,73,159,121,391,124,512,-3,-121,0,3,79,274,79,277,-3,3
10860,,,"Alice, TX",Micropolitan Statistical Area,48722,48621,48603,-101,-18,137,628,156,652,-19,-24,0,24,-84,-26,-84,-2,2,8
10940,,,"Alma, MI",Micropolitan Statistical Area,41761,41662,41544,-99,-118,103,393,154,557,-51,-164,0,3,-47,34,-47,37,-1,9
10980,,,"Alpena, MI",Micropolitan Statistical Area,28907,28877,28893,-30,16,71,241,91,421,-20,-180,0,1,-6,193,-6,194,-4,2
11060,,,"Altus, OK",Micropolitan Statistical Area,24785,24731,24777,-54,46,90,337,71,267,19,70,-1,9,-73,-39,-74,-30,1,6
11140,,,"Americus, GA",Micropolitan Statistical Area,34163,34091,33761,-72,-330,89,392,117,435,-28,-43,1,3,-45,-291,-44,-288,0,1
11220,,,"Amsterdam, NY",Micropolitan Statistical Area,49532,49433,49558,-99,125,141,588,167,642,-26,-54,0,22,-72,152,-72,174,-1,5
11380,,,"Andrews, TX",Micropolitan Statistical Area,18610,18612,18440,2,-172,68,290,25,129,43,161,0,15,-43,-347,-43,-332,2,-1
11420,,,"Angola, IN",Micropolitan Statistical Area,34435,34440,34632,5,192,104,343,108,423,-4,-80,1,7,11,262,12,269,-3,3
11580,,,"Arcadia, FL",Micropolitan Statistical Area,33976,34080,34408,104,328,87,374,112,455,-25,-81,3,39,127,369,130,408,-1,1
11620,,,"Ardmore, OK",Micropolitan Statistical Area,58149,58146,58507,-3,361,184,716,212,857,-28,-141,1,24,24,474,25,498,0,4
11660,,,"Arkadelphia, AR",Micropolitan Statistical Area,21446,21362,21321,-84,-41,47,227,72,301,-25,-74,0,8,-60,23,-60,31,1,2
11740,,,"Ashland, OH",Micropolitan Statistical Area,52447,52420,52316,-27,-104,134,571,171,701,-37,-130,0,11,13,6,13,17,-3,9
11780,,,"Ashtabula, OH",Micropolitan Statistical Area,97574,97413,97337,-161,-76,239,1031,340,1317,-101,-286,0,12,-55,182,-55,194,-5,16
11820,,,"Astoria, OR",Micropolitan Statistical Area,41072,41089,41810,17,721,76,367,122,488,-46,-121,-1,5,68,843,67,848,-4,-6
11860,,,"Atchison, KS",Micropolitan Statistical Area,16348,16305,16239,-43,-66,43,179,55,188,-12,-9,0,-1,-32,-59,-32,-60,1,3
11900,,,"Athens, OH",Micropolitan Statistical Area,62431,62350,62056,-81,-294,114,458,139,629,-25,-171,0,71,-58,-207,-58,-136,2,13
11940,,,"Athens, TN",Micropolitan Statistical Area,53276,53315,54059,39,744,150,580,231,850,-81,-270,0,12,124,1010,124,1022,-4,-8
11980,,,"Athens, TX",Micropolitan Statistical Area,82150,82348,83667,198,1319,226,931,340,1333,-114,-402,-1,0,318,1738,317,1738,-5,-17
12120,,,"Atmore, AL",Micropolitan Statistical Area,36757,36665,36699,-92,34,98,429,132,564,-34,-135,0,0,-56,164,-56,164,-2,5
12140,,,"Auburn, IN",Micropolitan Statistical Area,43265,43274,43333,9,59,125,519,116,510,9,9,0,2,0,39,0,41,0,9
12180,,,"Auburn, NY",Micropolitan Statistical Area,76248,76095,75880,-153,-215,182,720,236,857,-54,-137,0,7,-95,-96,-95,-89,-4,11
12300,,,"Augusta-Waterville, ME",Micropolitan Statistical Area,123642,123754,124486,112,732,280,1048,414,1680,-134,-632,1,43,252,1321,253,1364,-7,0
12380,,,"Austin, MN",Micropolitan Statistical Area,40029,40049,40158,20,109,143,474,96,412,47,62,1,74,-27,-33,-26,41,-1,6
12460,,,"Bainbridge, GA",Micropolitan Statistical Area,29367,29338,29038,-29,-300,97,331,115,429,-18,-98,3,5,-14,-209,-11,-204,0,2
12660,,,"Baraboo, WI",Micropolitan Statistical Area,65763,65718,65697,-45,-21,183,688,201,718,-18,-30,0,21,-24,-26,-24,-5,-3,14
12680,,,"Bardstown, KY",Micropolitan Statistical Area,46738,46756,47098,18,342,118,519,134,546,-16,-27,0,-2,34,367,34,365,0,4
12740,,,"Barre, VT",Micropolitan Statistical Area,59807,59748,59969,-59,221,127,464,170,628,-43,-164,0,2,-11,379,-11,381,-5,4
12780,,,"Bartlesville, OK",Micropolitan Statistical Area,52455,52593,52772,138,179,157,555,169,775,-12,-220,0,25,152,372,152,397,-2,2
12860,,,"Batavia, NY",Micropolitan Statistical Area,58388,58258,57853,-130,-405,147,524,191,783,-44,-259,0,3,-85,-158,-85,-155,-1,9
12900,,,"Batesville, AR",Micropolitan Statistical Area,55209,55174,55345,-35,171,144,605,221,820,-77,-215,0,9,44,382,44,391,-2,-5
13060,,,"Bay City, TX",Micropolitan Statistical Area,36255,36269,36344,14,75,132,500,96,458,36,42,0,8,-20,16,-20,24,-2,9
13100,,,"Beatrice, NE",Micropolitan Statistical Area,21704,21663,21616,-41,-47,55,197,70,279,-15,-82,0,3,-25,29,-25,32,-1,3
13180,,,"Beaver Dam, WI",Micropolitan Statistical Area,89396,89262,89313,-134,51,207,734,315,1141,-108,-407,0,12,-24,435,-24,447,-2,11
13260,,,"Bedford, IN",Micropolitan Statistical Area,45011,45022,45070,11,48,138,482,166,673,-28,-191,0,4,42,230,42,234,-3,5
13300,,,"Beeville, TX",Micropolitan Statistical Area,31047,30990,30924,-57,-66,69,302,80,303,-11,-1,0,12,-48,-81,-48,-69,2,4
13340,,,"Bellefontaine, OH",Micropolitan Statistical Area,46150,46065,46035,-85,-30,105,496,115,621,-10,-125,-1,9,-72,78,-73,87,-2,8
13420,,,"Bemidji, MN",Micropolitan Statistical Area,46228,46230,46380,2,150,163,604,155,551,8,53,0,5,-6,83,-6,88,0,9
13500,,,"Bennettsville, SC",Micropolitan Statistical Area,26667,26537,26382,-130,-155,74,272,150,388,-76,-116,0,0,-52,-44,-52,-44,-2,5
13540,,,"Bennington, VT",Micropolitan Statistical Area,37347,37271,37312,-76,41,61,285,118,547,-57,-262,0,6,-14,296,-14,302,-5,1
13620,,,"Berlin, NH",Micropolitan Statistical Area,31268,31173,31289,-95,116,65,220,145,491,-80,-271,0,8,-11,381,-11,389,-4,-2
13660,,,"Big Rapids, MI",Micropolitan Statistical Area,39714,39781,40031,67,250,105,381,103,476,2,-95,1,1,65,343,66,344,-1,1
13700,,,"Big Spring, TX",Micropolitan Statistical Area,34860,34797,34128,-63,-669,117,383,94,378,23,5,0,49,-87,-718,-87,-669,1,-5
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,39817,39697,39313,-120,-384,109,390,197,649,-88,-259,0,-1,-30,-130,-30,-131,-2,6
13940,,,"Blackfoot, ID",Micropolitan Statistical Area,47992,48068,48876,76,808,153,632,127,442,26,190,0,5,50,612,50,617,0,1
14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,106363,106052,105195,-311,-857,216,962,459,1946,-243,-984,0,20,-59,93,-59,113,-9,14
14160,,,"Bluffton, IN",Micropolitan Statistical Area,28180,28179,28197,-1,18,91,316,73,331,18,-15,0,2,-16,27,-16,29,-3,4
14180,,,"Blytheville, AR",Micropolitan Statistical Area,40685,40503,39661,-182,-842,130,593,148,599,-18,-6,0,7,-166,-835,-166,-828,2,-8
14220,,,"Bogalusa, LA",Micropolitan Statistical Area,45463,45370,45133,-93,-237,137,575,173,782,-36,-207,1,-1,-56,-37,-55,-38,-2,8
14300,,,"Bonham, TX",Micropolitan Statistical Area,35662,35732,36569,70,837,81,346,137,499,-56,-153,1,13,127,988,128,1001,-2,-11
14380,,,"Boone, NC",Micropolitan Statistical Area,54086,54072,54234,-14,162,67,307,135,497,-68,-190,-1,12,56,332,55,344,-1,8
14420,,,"Borger, TX",Micropolitan Statistical Area,20617,20539,20495,-78,-44,66,257,86,263,-20,-6,0,1,-58,-42,-58,-41,0,3
14580,,,"Bozeman, MT",Micropolitan Statistical Area,118960,119502,122713,542,3211,295,1086,197,732,98,354,10,104,427,2777,437,2881,7,-24
14620,,,"Bradford, PA",Micropolitan Statistical Area,40432,40306,39941,-126,-365,82,357,176,609,-94,-252,1,5,-31,-124,-30,-119,-2,6
14660,,,"Brainerd, MN",Micropolitan Statistical Area,96189,96361,97909,172,1548,238,907,286,1184,-48,-277,0,6,230,1839,230,1845,-10,-20
14700,,,"Branson, MO",Micropolitan Statistical Area,56066,56020,56387,-46,367,163,589,207,679,-44,-90,-1,22,3,431,2,453,-4,4
14720,,,"Breckenridge, CO",Micropolitan Statistical Area,31055,30971,30941,-84,-30,50,241,22,80,28,161,0,28,-113,-225,-113,-197,1,6
14780,,,"Brenham, TX",Micropolitan Statistical Area,35805,35837,35891,32,54,74,364,94,501,-20,-137,0,4,55,182,55,186,-3,5
14820,,,"Brevard, NC",Micropolitan Statistical Area,32986,33009,33165,23,156,54,229,128,518,-74,-289,0,3,103,447,103,450,-6,-5
15020,,,"Brookhaven, MS",Micropolitan Statistical Area,34907,34815,34943,-92,128,94,340,153,434,-59,-94,0,2,-33,217,-33,219,0,3
15060,,,"Brookings, OR",Micropolitan Statistical Area,23446,23503,23683,57,180,42,160,126,499,-84,-339,0,-3,145,529,145,526,-4,-7
15100,,,"Brookings, SD",Micropolitan Statistical Area,34375,34339,34639,-36,300,86,352,54,262,32,90,5,115,-75,87,-70,202,2,8
15140,,,"Brownsville, TN",Micropolitan Statistical Area,17864,17795,17694,-69,-101,49,172,75,252,-26,-80,0,3,-41,-27,-41,-24,-2,3
15220,,,"Brownwood, TX",Micropolitan Statistical Area,38095,38002,38192,-93,190,94,363,168,579,-74,-216,0,8,-17,397,-17,405,-2,1
15340,,,"Bucyrus-Galion, OH",Micropolitan Statistical Area,42025,41928,41754,-97,-174,98,432,193,617,-95,-185,0,8,2,-4,2,4,-4,7
15420,,,"Burley, ID",Micropolitan Statistical Area,46268,46373,47119,105,746,166,667,124,406,42,261,1,18,61,466,62,484,1,1
15460,,,"Burlington, IA-IL",Micropolitan Statistical Area,45297,45170,44803,-127,-367,131,466,134,609,-3,-143,0,13,-121,-240,-121,-227,-3,3
15580,,,"Butte-Silver Bow, MT",Micropolitan Statistical Area,35133,35168,35411,35,243,80,302,121,509,-41,-207,1,47,76,405,77,452,-1,-2
15620,,,"Cadillac, MI",Micropolitan Statistical Area,48725,48743,49031,18,288,128,516,144,632,-16,-116,0,2,37,400,37,402,-3,2
15660,,,"Calhoun, GA",Micropolitan Statistical Area,57544,57696,58237,152,541,161,655,170,684,-9,-29,0,39,159,526,159,565,2,5
15700,,,"Cambridge, MD",Micropolitan Statistical Area,32531,32508,32489,-23,-19,73,327,99,488,-26,-161,0,5,6,134,6,139,-3,3
15740,,,"Cambridge, OH",Micropolitan Statistical Area,38438,38390,38287,-48,-103,93,437,133,543,-40,-106,0,3,-7,-6,-7,-3,-1,6
15780,,,"Camden, AR",Micropolitan Statistical Area,27389,27317,27047,-72,-270,77,303,122,480,-45,-177,0,1,-24,-97,-24,-96,-3,3
15820,,,"Campbellsville, KY",Micropolitan Statistical Area,37130,37132,37526,2,394,118,403,138,554,-20,-151,0,8,23,542,23,550,-1,-5
15860,,,"Ca±on City, CO",Micropolitan Statistical Area,48939,48981,49661,42,680,75,386,152,628,-77,-242,-1,3,124,929,123,932,-4,-10
16100,,,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,62314,62257,60911,-57,-1346,182,842,168,589,14,253,-1,28,-72,-1607,-73,-1579,2,-20
16140,,,"Carroll, IA",Micropolitan Statistical Area,20760,20702,20692,-58,-10,58,229,65,293,-7,-64,0,3,-50,50,-50,53,-1,1
16260,,,"Cedar City, UT",Micropolitan Statistical Area,57289,57640,60519,351,2879,194,804,115,403,79,401,0,7,269,2505,269,2512,3,-34
16340,,,"Cedartown, GA",Micropolitan Statistical Area,42853,42925,43496,72,571,143,565,120,600,23,-35,0,16,48,592,48,608,1,-2
16380,,,"Celina, OH",Micropolitan Statistical Area,42528,42471,42309,-57,-162,147,622,140,504,7,118,0,12,-62,-295,-62,-283,-2,3
16420,,,"Central City, KY",Micropolitan Statistical Area,30928,30875,30694,-53,-181,80,321,99,479,-19,-158,-1,-2,-32,-27,-33,-29,-1,6
16460,,,"Centralia, IL",Micropolitan Statistical Area,37729,37613,37390,-116,-223,118,422,153,527,-35,-105,0,3,-79,-128,-79,-125,-2,7
16500,,,"Centralia, WA",Micropolitan Statistical Area,82149,82474,84398,325,1924,221,900,277,1107,-56,-207,0,37,385,2122,385,2159,-4,-28
16660,,,"Charleston-Mattoon, IL",Micropolitan Statistical Area,57313,57165,57110,-148,-55,154,568,197,729,-43,-161,0,22,-105,78,-105,100,0,6
17060,,,"Chillicothe, OH",Micropolitan Statistical Area,77093,76985,76891,-108,-94,187,738,301,1059,-114,-321,0,3,9,210,9,213,-3,14
17220,,,"Clarksburg, WV",Micropolitan Statistical Area,90434,90258,89385,-176,-873,227,852,346,1408,-119,-556,0,6,-53,-333,-53,-327,-4,10
17260,,,"Clarksdale, MS",Micropolitan Statistical Area,21390,21232,20810,-158,-422,65,332,83,342,-18,-10,0,1,-141,-408,-141,-407,1,-5
17340,,,"Clearlake, CA",Micropolitan Statistical Area,68163,68174,68766,11,592,180,723,226,884,-46,-161,-1,-2,66,763,65,761,-8,-8
17380,,,"Cleveland, MS",Micropolitan Statistical Area,30985,30849,30308,-136,-541,97,421,99,486,-2,-65,0,0,-135,-472,-135,-472,1,-4
17500,,,"Clewiston, FL",Micropolitan Statistical Area,39619,39707,40313,88,606,115,571,99,387,16,184,14,128,57,289,71,417,1,5
17540,,,"Clinton, IA",Micropolitan Statistical Area,46460,46418,46463,-42,45,134,529,125,634,9,-105,0,6,-48,136,-48,142,-3,8
17580,,,"Clovis, NM",Micropolitan Statistical Area,48430,48325,47999,-105,-326,195,802,125,422,70,380,9,33,-187,-733,-178,-700,3,-6
17700,,,"Coffeyville, KS",Micropolitan Statistical Area,31486,31360,31156,-126,-204,73,313,120,457,-47,-144,0,11,-77,-76,-77,-65,-2,5
17740,,,"Coldwater, MI",Micropolitan Statistical Area,44862,44810,44985,-52,175,135,522,171,543,-36,-21,1,24,-15,168,-14,192,-2,4
18060,,,"Columbus, MS",Micropolitan Statistical Area,58879,58726,58150,-153,-576,177,742,220,761,-43,-19,-1,9,-108,-570,-109,-561,-1,4
18100,,,"Columbus, NE",Micropolitan Statistical Area,34296,34280,34241,-16,-39,122,461,79,351,43,110,0,28,-59,-182,-59,-154,0,5
18180,,,"Concord, NH",Micropolitan Statistical Area,153808,153922,155238,114,1316,325,1167,424,1678,-99,-511,5,160,214,1666,219,1826,-6,1
18220,,,"Connersville, IN",Micropolitan Statistical Area,23398,23333,23360,-65,27,58,225,93,357,-35,-132,0,3,-29,155,-29,158,-1,1
18260,,,"Cookeville, TN",Micropolitan Statistical Area,113982,114187,115777,205,1590,269,1182,419,1658,-150,-476,0,17,356,2062,356,2079,-1,-13
18300,,,"Coos Bay, OR",Micropolitan Statistical Area,64929,64887,64999,-42,112,146,557,295,1042,-149,-485,0,1,116,597,116,598,-9,-1
18380,,,"Cordele, GA",Micropolitan Statistical Area,20128,20042,19879,-86,-163,66,240,91,321,-25,-81,0,0,-60,-86,-60,-86,-1,4
18420,,,"Corinth, MS",Micropolitan Statistical Area,34740,34680,34349,-60,-331,89,388,133,556,-44,-168,0,6,-15,-172,-15,-166,-1,3
18460,,,"Cornelia, GA",Micropolitan Statistical Area,46031,46105,46774,74,669,125,460,172,551,-47,-91,7,43,115,721,122,764,-1,-4
18500,,,"Corning, NY",Micropolitan Statistical Area,93584,93363,92948,-221,-415,244,985,304,1226,-60,-241,1,36,-157,-222,-156,-186,-5,12
18620,,,"Corsicana, TX",Micropolitan Statistical Area,52624,52784,53591,160,807,136,637,153,659,-17,-22,2,1,175,835,177,836,0,-7
18660,,,"Cortland, NY",Micropolitan Statistical Area,46809,46723,46311,-86,-412,118,427,142,528,-24,-101,0,4,-61,-321,-61,-317,-1,6
18740,,,"Coshocton, OH",Micropolitan Statistical Area,36612,36548,36618,-64,70,94,447,128,482,-34,-35,1,1,-28,98,-27,99,-3,6
18780,,,"Craig, CO",Micropolitan Statistical Area,13292,13267,13185,-25,-82,48,135,40,131,8,4,-2,7,-30,-95,-32,-88,-1,2
18820,,,"Crawfordsville, IN",Micropolitan Statistical Area,37936,37932,38063,-4,131,105,434,121,501,-16,-67,0,8,13,185,13,193,-1,5
18860,,,"Crescent City, CA",Micropolitan Statistical Area,27743,27709,28100,-34,391,47,258,94,298,-47,-40,2,5,12,429,14,434,-1,-3
18900,,,"Crossville, TN",Micropolitan Statistical Area,61145,61272,62451,127,1179,112,486,275,1074,-163,-588,0,8,302,1780,302,1788,-12,-21
18980,,,"Cullman, AL",Micropolitan Statistical Area,87866,88044,89496,178,1452,245,907,333,1265,-88,-358,0,5,267,1822,267,1827,-1,-17
19000,,,"Cullowhee, NC",Micropolitan Statistical Area,57226,57217,57546,-9,329,110,492,181,707,-71,-215,0,20,64,520,64,540,-2,4
19220,,,"Danville, KY",Micropolitan Statistical Area,54889,54939,54990,50,51,147,579,210,778,-63,-199,0,7,115,238,115,245,-2,5
19260,,,"Danville, VA",Micropolitan Statistical Area,103091,102777,102187,-314,-590,214,904,455,1701,-241,-797,-1,26,-63,168,-64,194,-9,13
19420,,,"Dayton, TN",Micropolitan Statistical Area,32870,32903,33136,33,233,81,364,113,506,-32,-142,0,7,66,367,66,374,-1,1
